"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_WindStreak.M_WindStreak","0","54","6","1","76.946152","0","458"
"/Game/LearningKit_Games/Assets/Characters/Character/Material/M_EpicCharacter_Optimized.M_EpicCharacter_Optimized","0","20","2","2","36.610027","0","86"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","1","1","5.103900","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","30","7","1","72.524490","0","263"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","30","1","1","57.369179","0","285"
"/Game/LearningKit_Games/Assets/VFX/Pollen/M_vfx_aura.M_vfx_aura","0","126","24","2","123.420395","0","1943"
"/Game/LearningKit_Games/Assets/VFX/Dependencies/Materials/M_TwinklingStars.M_TwinklingStars","0","27","5","1","40.406528","0","160"
"/Game/LearningKit_Robots/Materials/Widget3DPassThrough_Facing.Widget3DPassThrough_Facing","0","10","5","1","13.778186","0","56"
"/Game/LearningKit_Games/Assets/_Shared/Materials/Material_Master.Material_Master","0","32","4","2","50.125912","10","245"
"/Game/LearningKit_Games/Assets/_Shared/Materials/M_LearningKit_MasterMaterial.M_LearningKit_MasterMaterial","0","410","33","14","486.626495","0","3028"
"/Game/LearningKit_Games/Assets/_Shared/Materials/M_LearningKit_Foliage_Master.M_LearningKit_Foliage_Master","0","36","4","2","25.060383","0","204"
